positions,skills
"['software engineer', 'devops engineer']","['API Integration', 'Code Review', 'Algorithms', 'Git', 'Terraform', 'System Design', 'DevOps', 'Data Structures', 'Web Development', 'Testing', 'ETL Pipelines', 'Object-Oriented Design', 'Infrastructure as Code', 'Deployment', 'Programming']"
['devops engineer'],"['Debugging', 'Microservices', 'Web Development', 'Infrastructure as Code', 'Golang', 'System Design', 'DevOps', 'Terraform', 'Programming', 'Object-Oriented Design']"
['data scientist'],"['Classification', 'Data Cleaning', 'Feature Engineering', 'Tableau', 'RNN', 'Clustering', 'Data Analysis', 'Big Data', 'CNN', 'PyTorch', 'Machine Learning', 'Exploratory Data Analysis', 'Python', 'Visualization']"
['agile project lead'],"['Scope Management', 'Presentation', 'Reporting', 'MS Project', 'Team Coordination', 'Scheduling', 'Google Analytics', 'Wireframing', 'Stakeholder Management', 'Time Management', 'Project Planning', 'Issue Tracking', 'Budgeting', 'A/B Testing', 'Communication']"
['assistant project manager'],"['A/B Testing', 'Google Analytics', 'Project Planning', 'Communication', 'Performance Metrics', 'Wireframing', 'Presentation', 'Documentation', 'Scope Management', 'User Research', 'Customer Retention', 'Issue Tracking', 'Budgeting', 'Reporting', 'Time Management', 'Risk Management', 'Stakeholder Management', 'Scheduling', 'MS Project']"
"['agile project lead', 'project manager']","['Communication', 'Performance Metrics', 'MS Project', 'Risk Management', 'Google Analytics', 'A/B Testing', 'Presentation', 'Documentation', 'Budgeting', 'User Research', 'Scheduling', 'Reporting']"
['devops engineer'],"['Infrastructure as Code', 'Version Control', 'Databases', 'Object-Oriented Design', 'API Integration', 'DevOps', 'ETL Pipelines', 'System Design', 'Deployment', 'Debugging', 'Testing', 'Programming', 'Algorithms', 'Docker']"
['android intern'],"['Performance Optimization', 'REST APIs', 'Version Control', 'Notifications', 'Kotlin', 'Testing', 'App Lifecycle', 'Retrofit', 'MVVM', 'Firebase', 'Bug Fixing', 'Fragments', 'Play Store Deployment', 'Glide', 'Android SDK']"
['project manager'],"['Issue Tracking', 'Risk Management', 'Time Management', 'Customer Retention', 'Reporting', 'Wireframing', 'MS Project', 'Budgeting', 'Scheduling', 'Team Coordination', 'A/B Testing', 'Presentation', 'Scope Management', 'User Research', 'Documentation', 'Performance Metrics', 'Google Analytics', 'Stakeholder Management', 'Communication', 'Project Planning']"
['mobile application developer'],"['Performance Optimization', 'Bug Fixing', 'Glide', 'Firebase', 'Java', 'React Native', 'Retrofit', 'Version Control', 'Play Store Deployment', 'REST APIs', 'Fragments']"
"['agile project lead', 'project manager']","['MS Project', 'Project Planning', 'Issue Tracking', 'Budgeting', 'Documentation', 'Stakeholder Management', 'Scheduling', 'Time Management', 'Team Coordination', 'Wireframing', 'Communication']"
['software engineer'],"['Golang', 'Deployment', 'API Integration', 'ETL Pipelines', 'Debugging', 'Testing', 'DevOps', 'Terraform', 'Programming', 'System Design', 'Microservices', 'Databases', 'Docker', 'Code Review', 'Infrastructure as Code', 'Version Control', 'Git']"
"['cloud data engineer', 'devops engineer']","['Debugging', 'Object-Oriented Design', 'Microservices', 'ETL Pipelines', 'Docker', 'API Integration', 'Web Development', 'Version Control', 'Deployment', 'DevOps', 'Golang']"
"['project manager', 'agile project lead']","['MS Project', 'Risk Management', 'Stakeholder Management', 'Scheduling', 'A/B Testing', 'Scope Management', 'Presentation', 'Google Analytics', 'Documentation', 'Team Coordination', 'Performance Metrics', 'Communication', 'Customer Retention', 'User Research', 'Wireframing', 'Reporting', 'Project Planning']"
['machine learning engineer'],"['Predictive Modeling', 'Statistics', 'PyTorch', 'Snowflake', 'ANN', 'Big Data', 'SQL', 'Clustering', 'RNN', 'Visualization', 'Python', 'Classification', 'Deep Learning']"
"['ai researcher', 'data scientist']","['Big Data', 'Data Cleaning', 'CNN', 'Predictive Modeling', 'Snowflake', 'SQL', 'TensorFlow', 'ANN', 'Exploratory Data Analysis', 'Machine Learning', 'PyTorch', 'Statistics', 'Python', 'Tableau', 'Visualization', 'NLP', 'Classification']"
"['android intern', 'mobile application developer']","['Testing', 'Fragments', 'UI Design', 'Notifications', 'App Lifecycle', 'Version Control', 'REST APIs', 'Retrofit', 'Java', 'Android SDK']"
['android developer'],"['Version Control', 'XML', 'UI Design', 'Bug Fixing', 'Glide', 'Kotlin', 'MVVM', 'Retrofit', 'Testing', 'Java', 'Notifications', 'Fragments', 'REST APIs', 'Play Store Deployment', 'React Native']"
"['android intern', 'android developer']","['React Native', 'Android SDK', 'Java', 'Fragments', 'Play Store Deployment', 'Firebase', 'Performance Optimization', 'UI Design', 'MVVM', 'App Lifecycle', 'Glide', 'Kotlin', 'Testing', 'Retrofit', 'REST APIs', 'Notifications']"
['assistant project manager'],"['Customer Retention', 'A/B Testing', 'Stakeholder Management', 'Risk Management', 'Reporting', 'Communication', 'Presentation', 'Issue Tracking', 'Team Coordination', 'Scope Management', 'Documentation', 'User Research', 'Google Analytics', 'MS Project', 'Time Management', 'Scheduling', 'Project Planning']"
"['android developer', 'android intern']","['XML', 'Java', 'Performance Optimization', 'MVVM', 'Firebase', 'Notifications', 'Kotlin', 'Glide', 'React Native', 'Testing', 'Android SDK', 'Fragments', 'Bug Fixing', 'Version Control', 'App Lifecycle', 'REST APIs', 'Play Store Deployment']"
['software engineer'],"['Microservices', 'Deployment', 'Object-Oriented Design', 'Golang', 'Programming', 'Docker', 'System Design', 'Infrastructure as Code', 'DevOps', 'Web Development', 'Debugging', 'Testing']"
"['agile project lead', 'assistant project manager']","['Reporting', 'Customer Retention', 'Issue Tracking', 'Time Management', 'Scheduling', 'Performance Metrics', 'A/B Testing', 'Communication', 'Stakeholder Management', 'Wireframing', 'Project Planning', 'Risk Management', 'User Research', 'Scope Management', 'Presentation', 'Budgeting', 'Documentation']"
['cloud data engineer'],"['DevOps', 'System Design', 'Golang', 'Code Review', 'API Integration', 'Data Structures', 'Algorithms', 'Testing', 'Git', 'Terraform', 'Databases', 'Debugging', 'CI/CD', 'Programming', 'Web Development', 'Microservices', 'Deployment', 'ETL Pipelines', 'Object-Oriented Design']"
['mobile application developer'],"['App Lifecycle', 'UI Design', 'Notifications', 'Performance Optimization', 'Fragments', 'Version Control', 'REST APIs', 'Firebase', 'Bug Fixing', 'MVVM']"
['assistant project manager'],"['Team Coordination', 'Scheduling', 'Risk Management', 'Time Management', 'Stakeholder Management', 'Issue Tracking', 'Wireframing', 'Communication', 'Documentation', 'Reporting', 'MS Project', 'Performance Metrics', 'User Research', 'Customer Retention', 'A/B Testing', 'Scope Management', 'Presentation', 'Google Analytics', 'Project Planning', 'Budgeting']"
['software engineer'],"['Algorithms', 'Data Structures', 'Web Development', 'Infrastructure as Code', 'Debugging', 'Testing', 'Golang', 'Object-Oriented Design', 'Terraform', 'CI/CD', 'Docker', 'Git', 'Version Control', 'System Design', 'Code Review', 'Programming', 'Databases', 'ETL Pipelines', 'API Integration']"
"['android developer', 'mobile application developer']","['Android SDK', 'Kotlin', 'REST APIs', 'Java', 'Play Store Deployment', 'XML', 'Bug Fixing', 'Version Control', 'Testing', 'MVVM', 'Performance Optimization', 'UI Design', 'Retrofit', 'Glide', 'Firebase']"
"['software engineer', 'devops engineer']","['ETL Pipelines', 'Git', 'System Design', 'Web Development', 'Terraform', 'Debugging', 'API Integration', 'Version Control', 'Deployment', 'Databases', 'CI/CD', 'Docker', 'Algorithms', 'Programming', 'Code Review', 'Microservices', 'Infrastructure as Code']"
['android intern'],"['Notifications', 'Testing', 'Version Control', 'Retrofit', 'Fragments', 'Java', 'Glide', 'UI Design', 'REST APIs', 'Android SDK', 'App Lifecycle']"
"['devops engineer', 'software engineer']","['ETL Pipelines', 'Golang', 'Web Development', 'Testing', 'Debugging', 'Deployment', 'Terraform', 'Data Structures', 'Algorithms', 'Docker', 'CI/CD', 'Infrastructure as Code', 'Git', 'System Design']"
"['machine learning engineer', 'data scientist']","['Exploratory Data Analysis', 'TensorFlow', 'RNN', 'Python', 'Data Cleaning', 'Big Data', 'Snowflake', 'Regression', 'Tableau', 'Visualization', 'Predictive Modeling', 'CNN', 'Machine Learning', 'Data Analysis', 'NLP', 'ANN', 'SQL', 'Clustering', 'Classification']"
"['machine learning engineer', 'data scientist']","['Machine Learning', 'Regression', 'Statistics', 'Deep Learning', 'CNN', 'SQL', 'Snowflake', 'Exploratory Data Analysis', 'PyTorch', 'Dimensionality Reduction', 'Feature Engineering', 'Data Cleaning', 'Predictive Modeling']"
"['mobile application developer', 'android intern']","['Fragments', 'Java', 'REST APIs', 'Kotlin', 'Notifications', 'Bug Fixing', 'Testing', 'Performance Optimization', 'MVVM', 'Retrofit', 'Android SDK', 'Play Store Deployment']"
['cloud data engineer'],"['Object-Oriented Design', 'ETL Pipelines', 'Terraform', 'Golang', 'Code Review', 'Debugging', 'Infrastructure as Code', 'Version Control', 'DevOps', 'Microservices', 'Docker', 'Algorithms']"
['android developer'],"['Android SDK', 'XML', 'Version Control', 'Play Store Deployment', 'App Lifecycle', 'MVVM', 'Notifications', 'UI Design', 'Bug Fixing', 'Retrofit', 'Java', 'Kotlin', 'Performance Optimization', 'Testing', 'Firebase', 'Glide', 'Fragments', 'REST APIs']"
"['cloud data engineer', 'software engineer']","['API Integration', 'Microservices', 'Algorithms', 'Testing', 'ETL Pipelines', 'Docker', 'Git', 'Databases', 'Deployment', 'Golang', 'System Design']"
"['cloud data engineer', 'devops engineer']","['Web Development', 'Terraform', 'Infrastructure as Code', 'Git', 'Object-Oriented Design', 'Docker', 'DevOps', 'Deployment', 'Microservices', 'Databases', 'Programming', 'Data Structures', 'API Integration']"
"['ai researcher', 'data scientist']","['Statistics', 'Dimensionality Reduction', 'RNN', 'Data Analysis', 'Classification', 'Exploratory Data Analysis', 'Tableau', 'Feature Engineering', 'NLP', 'Machine Learning', 'Data Cleaning', 'ANN', 'CNN', 'Deep Learning']"
"['software engineer', 'cloud data engineer']","['Code Review', 'Infrastructure as Code', 'Testing', 'Terraform', 'Git', 'Web Development', 'Programming', 'API Integration', 'Data Structures', 'ETL Pipelines', 'Docker', 'Microservices', 'Deployment', 'Version Control', 'Databases', 'CI/CD', 'Golang']"
"['mobile application developer', 'android developer']","['Firebase', 'Kotlin', 'Notifications', 'App Lifecycle', 'Retrofit', 'REST APIs', 'Android SDK', 'Fragments', 'XML', 'Performance Optimization', 'Version Control', 'Bug Fixing', 'Play Store Deployment', 'MVVM', 'React Native', 'UI Design', 'Java', 'Glide', 'Testing']"
"['agile project lead', 'assistant project manager']","['Scope Management', 'Reporting', 'Team Coordination', 'Presentation', 'Budgeting', 'Performance Metrics', 'A/B Testing', 'User Research', 'Issue Tracking', 'Time Management', 'Risk Management', 'Wireframing', 'Scheduling', 'Customer Retention', 'Documentation', 'MS Project', 'Google Analytics', 'Project Planning']"
['assistant project manager'],"['Customer Retention', 'Scope Management', 'MS Project', 'User Research', 'Team Coordination', 'Performance Metrics', 'Risk Management', 'Presentation', 'Documentation', 'Reporting', 'Wireframing', 'Budgeting', 'Project Planning', 'Issue Tracking', 'Stakeholder Management', 'A/B Testing']"
"['software engineer', 'cloud data engineer']","['Code Review', 'Data Structures', 'CI/CD', 'API Integration', 'Infrastructure as Code', 'Microservices', 'System Design', 'Algorithms', 'Docker', 'Git', 'DevOps', 'Web Development', 'Debugging', 'Version Control', 'Golang', 'ETL Pipelines', 'Testing', 'Terraform']"
['android developer'],"['MVVM', 'Version Control', 'Kotlin', 'Firebase', 'Java', 'Fragments', 'Glide', 'React Native', 'XML', 'Play Store Deployment', 'Retrofit', 'Performance Optimization', 'Notifications', 'Testing']"
['cloud data engineer'],"['System Design', 'Infrastructure as Code', 'DevOps', 'Git', 'Databases', 'Deployment', 'API Integration', 'Version Control', 'Data Structures', 'Docker', 'Code Review', 'Testing', 'ETL Pipelines', 'CI/CD', 'Programming', 'Algorithms', 'Terraform', 'Object-Oriented Design']"
"['android developer', 'mobile application developer']","['Java', 'Testing', 'Retrofit', 'Fragments', 'Version Control', 'Notifications', 'MVVM', 'UI Design', 'REST APIs', 'Kotlin', 'Firebase', 'Performance Optimization', 'Bug Fixing', 'Glide', 'React Native', 'Android SDK', 'XML', 'App Lifecycle']"
"['android intern', 'mobile application developer']","['UI Design', 'Notifications', 'Java', 'Retrofit', 'App Lifecycle', 'XML', 'Glide', 'Performance Optimization', 'REST APIs', 'React Native', 'MVVM']"
"['agile project lead', 'assistant project manager']","['Presentation', 'Performance Metrics', 'Google Analytics', 'A/B Testing', 'Project Planning', 'Time Management', 'Issue Tracking', 'Customer Retention', 'Risk Management', 'Team Coordination', 'Wireframing', 'Documentation', 'Scheduling', 'Reporting', 'Scope Management', 'User Research', 'Communication', 'Stakeholder Management', 'Budgeting']"
"['android developer', 'mobile application developer']","['Testing', 'XML', 'Firebase', 'Bug Fixing', 'Retrofit', 'Fragments', 'Notifications', 'UI Design', 'Performance Optimization', 'React Native', 'Java', 'Version Control', 'Play Store Deployment', 'Glide', 'Kotlin', 'MVVM', 'Android SDK']"
['devops engineer'],"['Algorithms', 'Terraform', 'Git', 'Programming', 'Object-Oriented Design', 'Code Review', 'CI/CD', 'Docker', 'Deployment', 'DevOps', 'ETL Pipelines', 'Data Structures', 'Microservices', 'API Integration', 'Web Development', 'Version Control', 'System Design', 'Testing']"
"['android developer', 'android intern']","['Glide', 'Android SDK', 'Bug Fixing', 'Play Store Deployment', 'Notifications', 'Performance Optimization', 'React Native', 'Version Control', 'UI Design', 'Retrofit', 'Kotlin', 'REST APIs', 'XML', 'Fragments', 'Testing', 'Firebase']"
"['ai researcher', 'data scientist']","['Data Analysis', 'TensorFlow', 'Feature Engineering', 'Visualization', 'Data Cleaning', 'Clustering', 'Predictive Modeling', 'Machine Learning', 'Snowflake', 'NLP']"
"['software engineer', 'cloud data engineer']","['Git', 'Deployment', 'Testing', 'Golang', 'API Integration', 'DevOps', 'Object-Oriented Design', 'Version Control', 'Microservices', 'Databases', 'Code Review', 'Debugging', 'Programming']"
"['data scientist', 'ai researcher']","['Python', 'Regression', 'Machine Learning', 'PyTorch', 'CNN', 'Tableau', 'Deep Learning', 'ANN', 'Clustering', 'Visualization', 'Feature Engineering', 'TensorFlow', 'RNN', 'Snowflake', 'Exploratory Data Analysis', 'Dimensionality Reduction', 'NLP', 'SQL', 'Data Cleaning', 'Predictive Modeling']"
['ai researcher'],"['TensorFlow', 'PyTorch', 'Dimensionality Reduction', 'Classification', 'Statistics', 'Snowflake', 'Predictive Modeling', 'Python', 'Clustering', 'ANN', 'Visualization', 'Deep Learning', 'Machine Learning', 'Exploratory Data Analysis', 'Data Cleaning', 'Data Analysis', 'Regression', 'Tableau', 'SQL', 'RNN']"
"['assistant project manager', 'project manager']","['Team Coordination', 'Wireframing', 'Customer Retention', 'MS Project', 'Reporting', 'Performance Metrics', 'Issue Tracking', 'Documentation', 'Communication', 'Stakeholder Management', 'Budgeting', 'A/B Testing', 'Time Management', 'Presentation', 'Scheduling', 'Risk Management', 'User Research', 'Scope Management', 'Project Planning', 'Google Analytics']"
"['project manager', 'assistant project manager']","['Scope Management', 'A/B Testing', 'User Research', 'MS Project', 'Stakeholder Management', 'Project Planning', 'Scheduling', 'Communication', 'Wireframing', 'Reporting', 'Time Management', 'Budgeting', 'Issue Tracking', 'Customer Retention', 'Documentation', 'Team Coordination', 'Performance Metrics', 'Presentation', 'Google Analytics']"
